3,58,0
3,43,0
3,72,0
3,66,0
3,45,0
2,15,1
5,16,1
3,46,0
2,17,1
1,43,0
3,38,0
3,30,0
1,46,1
2,57,0
3,26,0
5,28,0
2,52,0
3,46,0
1,22,1
1,47,0
2,42,0
3,15,1
5,48,0
3,44,0
2,59,1
2,19,1
2,24,1
3,38,0
4,78,0
5,30,0
2,16,1
5,46,0
3,17,1
2,17,1
5,35,0
2,24,1
2,15,1
5,18,1
4,17,1
3,68,0
1,64,0
2,59,0
3,19,1
5,15,0
3,14,0
2,13,1
3,25,1
3,54,0
2,34,0
1,23,1
